ProviderName,LicenseType,ProviderType,ProviderTypeDescription,QualityRating,QualityRatingDescription,ProviderCapacity,PhysicalCity,PhysicalZipCode,CountyNumber,CountyName,PhoneNumber,Gender,Age,Slots
Judie Marcangelo,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,NATCHEZ,39120,1,ADAMS,601-948-1874,1,2,0
Judith Landon,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GULFPORT,39501,24,HARRISON,601-948-3643,3,1,0
Judy  Beaty,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-948-7900,2,"1,2",0
Judy  Ford,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SHELBY,38774,6,BOLIVAR,601-949-3075,1,"1,2,3",0
Judy A. Freeman,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BAY ST LOUIS,39520,23,HANCOCK,601-949-8505,3,3,1
Judy Anderle,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LIBERTY,39664,3,AMITE,601-951-2395,2,"4,5",0
Judy Ann Kirksey,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,SALLIS,39160,4,ATTALA,601-951-9655,1,"3,4",1
Judy Bonner,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MOUND BAYOU,38762,6,BOLIVAR,601-953-1907,1,"1,2",1
Judy Crow Rulmyr,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,KOSCIUSKO,39090,4,ATTALA,601-953-2262,3,1,1
Judy K Luker,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PATTISON,39144,11,CLAIBORNE,601-953-8508,2,"2,3",0
Judy Lancaster,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,601-953-9917,1,"4,5",0
Judy Lynn Sylvester,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLINTON,39056,25,HINDS,601-954-6076,3,4,1
Judy Maiden,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LYON,38645,14,COAHOMA,601-954-7237,2,"3,4",0
Judy Martin,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,STONEWALL,39363,12,CLARKE,601-955-2000,3,5,0
Judy Mendoza,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,601-956-1845,2,5,0
Judy Phillips,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,601-956-3736,1,"1,2",1
Judy Serrano,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GULFPORT,39501,24,HARRISON,601-957-7000,3,2,1
Julia  Chavez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LELAND,38756,76,WASHINGTON,601-960-1420,2,1,0
Julia Ann Pitts,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,601-960-1997,1,"2,3",1
Julia Ann Silcox,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,601-960-1997,3,1,0
Julia Burgess,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,601-960-5447,2,"2,3",0
Julia E Pino,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,601-960-6531,1,1,0
Julia Michel,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GULFPORT,39501,24,HARRISON,601-961-0092,3,"1,2",1
Julia Velasco,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GULFPORT,39501,24,HARRISON,601-961-7505,2,2,2
Juliana Marshall,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,601-962-2160,1,2,0
Julianna Walker,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PASCAGOULA,39581,30,JACKSON,601-965-4999,3,1,0
Julie  Mullins,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,601-966-1446,2,"1,2",0
Julie Anna Slade,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CLINTON,39056,25,HINDS,601-968-0133,1,"1,2,3",0
Julie Braun,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HERNANDO,38632,17,DESOTO,601-969-5733,3,3,0
Julie Buckner,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,601-977-9950,2,"4,5",0
Julie Dedear,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,601-978-1999,1,"3,4",0
Julie Denise Kelso,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-978-2313,1,"1,2",0
Julie Gay Edgecomb,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,601-979-2396,3,1,0
Julie Marie Knowles,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,EDWARDS,39066,25,HINDS,601-980-0163,2,"2,3",1
Julie Price,UNLICENSED,6,Relative In-Home,0,Not Rated,5,TCHULA,39169,26,HOLMES,601-981-2508,1,"4,5",0
Julie Rebecca Gossage,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,601-981-2659,3,4,1
Julie Ryan,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PASCAGOULA,39581,30,JACKSON,601-981-3133,2,"3,4",1
Julie Salvador,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,601-981-3878,3,5,1
Juliet Onyegbule,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,601-981-3878,2,5,0
Julisa Sommer,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,601-981-4332,1,"1,2",0
June Johnson,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,601-981-4473,3,2,1
Justina  Mbaka,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,601-981-4612,2,1,0
Justina Austin-James,UNLICENSED,6,Relative In-Home,0,Not Rated,5,DIBERVILLE,39540,24,HARRISON,601-981-4938,1,"2,3",0
Justine LeAnn Galvan,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,601-981-5279,3,1,0
Jyothi Kanderao,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,601-981-8588,2,"2,3",1
Jyothi Yennam,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39216,25,HINDS,601-981-9838,1,1,1
Kaitlyn  Nicole Courtney,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LOUISE,39097,27,HUMPHREYS,601-982-1654,3,"1,2",0
Kaitlyn Netherton,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,601-982-2465,2,2,1
Kala Raglin,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,601-982-3899,1,2,0
Kalisa Gimble,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,601-982-4666,3,1,0
Kallie Greenly,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,601-982-8156,2,"1,2",0
Kalpana  Biswa,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,601-982-8156,1,"1,2,3",0
Kalpana  Budathoki,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39206,25,HINDS,601-983-7870,3,3,1
Kalyani Raman,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,COLUMBIA,39429,46,MARION,601-983-8684,2,"4,5",2
Kameisha Edwards,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-985-9323,3,"3,4",0
Kami Appelhans,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,601-987-3512,2,"1,2",0
Kammie Savidge,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,601-987-3531,1,1,0
Kara Alvarado,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,601-987-3534,3,"2,3",0
Kara Nicole Cavaness,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,601-987-3591,2,"4,5",0
Kara Robinson,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,601-987-3599,1,4,0
Karen  Beacham,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,601-987-3903,3,"3,4",0
Karen  Denise Munoz-Jenzen,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,601-987-4814,2,5,0
Karen  Emerson-Adams,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,601-987-5903,1,5,0
Karen  Wilson,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,601-987-9145,3,"1,2",1
Karen Anhalt,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,601-987-9482,2,2,0
Karen Anzaldua Fears,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,601-990-6890,1,1,1
Karen Cotlone,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,601-991-0057,3,"2,3",1
Karen Cottle,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39203,25,HINDS,601-991-1083,2,1,1
Karen Cummings,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,601-992-0447,1,"2,3",0
Karen D Lewis,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,601-992-2444,3,1,0
Karen Dale,UNLICENSED,6,Relative In-Home,0,Not Rated,5,ISOLA,38754,27,HUMPHREYS,601-994-3285,2,"1,2",1
Karen Denise Redditt,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,601-999-9999,1,2,0
Karen Husky Stein,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GULFPORT,39501,24,HARRISON,606-668-1968,1,2,0
Karen Jean Huvar,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,HEIDELBERG,39439,31,JASPER,607-410-6396,3,1,0
Karen Jones,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,607-988-0418,2,"1,2",1
Karen Kay Ermoian,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GULFPORT,39501,24,HARRISON,622-627-2253,1,"1,2",1
Karen Lacey,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39203,25,HINDS,660-363-3448,3,1,0
Karen Lynette Bedford,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,662-200-2234,2,"2,3",1
Karen Marie Ivy,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MOUND BAYOU,38762,6,BOLIVAR,662-205-4153,3,"4,5",0
Karen Schenck,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-207-1607,2,4,0
Karen Schlimper,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PASCAGOULA,39581,30,JACKSON,662-207-2307,1,"3,4",0
Karen Smith,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,662-207-2823,3,5,0
Karen Tedska Flakes,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-207-4861,2,5,0
Karen Wells,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BAY SPRINGS,39422,31,JASPER,662-207-5249,1,"1,2",0
Karen White,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,662-207-5786,3,2,1
Karen Woodle,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,662-207-8074,2,1,2
Kari Page,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,662-207-9115,1,"2,3",0
Karina Marie Alvarez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,NESBIT,38651,17,DESOTO,662-209-2119,3,1,0
Karisa Henry,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,OCEAN SPRINGS,39564,30,JACKSON,662-209-5644,2,"2,3",0
Karl Wayne Smith,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,662-210-3541,1,1,0
Karla Kriewall,UNLICENSED,6,Relative In-Home,0,Not Rated,5,COAHOMA,38617,14,COAHOMA,662-212-2718,3,"1,2",0
Karla Martinez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,662-212-4480,2,2,0
Karolyn  Burton,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CRYSTAL SPRINGS,39059,15,COPIAH,662-213-9943,1,2,0
Kasandra  Elliott,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,TCHULA,39169,26,HOLMES,662-216-0754,3,1,0
Kassandra Canales,UNLICENSED,6,Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-216-3742,2,"1,2",0
Kassandra Jimenez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,662-216-9872,1,"1,2,3",1
Kasthuri  Raju,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-219-0218,1,3,0
Kate Neidermayer-Askier,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,662-219-0347,3,"4,5",1
Katherine Cultreri,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BOLTON,39041,25,HINDS,662-219-0445,2,"3,4",1
Katherine Grace  Orozco,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-219-0483,1,"1,2",1
Katherine Hardaway,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-219-2198,3,1,0
Katherine Ingle,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WINSTONVILLE,38781,6,BOLIVAR,662-219-2271,2,"2,3",0
Katherine Marie Williams,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JONESTOWN,38639,14,COAHOMA,662-219-4014,3,"4,5",1
Katherine Newkirk,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,ROSEDALE,38769,6,BOLIVAR,662-219-4080,2,4,0
Katherine Trout,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PASCAGOULA,39581,30,JACKSON,662-219-7533,1,"3,4",0
Kathie Jean Strehlow,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CRYSTAL SPRINGS,39059,15,COPIAH,662-223-1241,3,5,0
Kathleen Agtuca,UNLICENSED,6,Relative In-Home,0,Not Rated,5,OCEAN SPRINGS,39564,30,JACKSON,662-223-4279,2,5,1
Kathleen Chisholm,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,662-224-3660,1,"1,2",1
Kathleen Jolly,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-226-0094,3,2,0
Kathleen Rogers,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GULFPORT,39501,24,HARRISON,662-226-2282,2,1,1
Kathryn Jeffrey,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-226-4315,1,"2,3",0
Kathryn Jimenez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,TCHULA,39169,26,HOLMES,662-226-4462,3,1,0
Kathryn Jones,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,662-226-4468,2,"2,3",0
Kathryn Staudacher,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,662-226-4847,1,1,0
Kathy  Carlon,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-226-4921,3,"1,2",0
Kathy  Durham,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,TCHULA,39169,26,HOLMES,662-226-7459,2,2,0
Kathy Kanelis,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,662-227-1719,1,2,0
Kathy Martinka,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,662-227-2279,3,1,1
Kathy McGavock,UNLICENSED,6,Relative In-Home,0,Not Rated,5,WAVELAND,39576,23,HANCOCK,662-227-9112,2,"1,2",2
Kathy Miller,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PASCAGOULA,39581,30,JACKSON,662-228-1063,1,"1,2,3",0
Kathy Renee Singleton,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-229-5635,1,3,0
Kathy Vogel,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,662-230-2563,3,"4,5",0
Katie Bender,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PASCAGOULA,39563,30,JACKSON,662-232-7612,2,"3,4",0
Katie Mae Smith,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-233-6071,1,"1,2",0
Katie Robert,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-233-7072,3,1,0
Katie Sanders,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-234-3163,2,"2,3",0
Katrina Curtis,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BAY SAINT LOUIS,39520,23,HANCOCK,662-234-4074,3,"4,5",0
Katrina Wooten,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,662-235-0599,2,4,0
Katrisha Shay Benefield,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-235-4272,1,"3,4",1
Katy Maxwell,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,VAUGHAN,39170,25,HINDS,662-235-4575,3,5,0
Kaushila  Sanyasi,UNLICENSED,6,Relative In-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,662-235-5269,2,5,1
Kavita  Sharma,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PASCAGOULA,39581,30,JACKSON,662-235-5705,1,"1,2",1
Kayla Medina,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,662-235-5932,3,2,1
Kayla Ratcliff,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-235-9521,2,1,0
Kayla Zahradka,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-236-2226,1,"2,3",0
Kaylan Gardner,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-236-4574,3,1,1
Kaylan Williams,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HEIDELBERG,39439,12,CLARKE,662-236-4574,2,"2,3",0
Kaylee Grubbs,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,662-236-5944,1,1,0
Kayleigh Black,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HEIDELBERG,39439,12,CLARKE,662-236-5976,3,"1,2",0
Keira Mendoza,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,662-237-0072,2,2,1
Keisha Bosley,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,662-240-0988,1,2,1
Keisha Jeris Largent,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MOSS POINT,39563,30,JACKSON,662-240-8899,3,1,0
Keisha Renee Butler,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-240-8968,2,"1,2",1
Kela Jones,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,662-241-4898,3,"1,2,3",0
Kelby Buchanan,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-241-5600,2,3,0
Kelesia  Coleman,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,662-241-6155,1,"4,5",0
Keli Jo Cooper,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,662-241-6659,3,"3,4",0
Kelley Porter,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,662-242-4679,2,"1,2",0
Kelley Shaffer,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-243-1423,1,1,0
Kelli Gleason,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,OCEAN SPRINGS,39564,30,JACKSON,662-243-2111,3,"2,3",0
Kelli Pike,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,662-243-2270,2,"4,5",0
Kellie  Ryals,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,KOSCIUSKO,39090,4,ATTALA,662-243-2383,1,4,1
Kellie Keller,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SCHLATER,38952,42,LEFLORE,662-246-5530,3,"3,4",2
Kellie Tisdel,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PASCAGOULA,39567,30,JACKSON,662-246-8428,2,5,0
Kelly  Banks,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-247-0041,1,5,0
Kelly  Schmitz,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,662-247-0540,3,"1,2",0
Kelly Berry,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-247-0589,2,2,0
Kelly G McGuffin,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,NEWTON,39345,51,NEWTON,662-247-0769,1,1,0
Kelly Holifield,UNLICENSED,6,Relative In-Home,0,Not Rated,5,COLUMBIA,39429,46,MARION,662-247-1719,3,"2,3",0
Kelly J Morris,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,COLUMBIA,39429,46,MARION,662-247-1727,2,1,0
Kelly Kay Nelson,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,662-247-2005,1,"2,3",0
Kelly Pyeatt,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,662-247-2081,1,1,0
Kendall Jolane Wade,UNLICENSED,6,Relative In-Home,0,Not Rated,5,NEWTON,39345,51,NEWTON,662-247-2322,3,"1,2",1
Kendra Mullins,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,662-247-2364,2,2,0
Kendra Rei Armstrong,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,662-247-2400,1,2,1
Kendy Menezes,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,SUMMIT,39666,57,PIKE,662-247-2404,3,1,1
Keneesha Pines,UNLICENSED,6,Relative In-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-247-3291,2,"1,2",1
Kenna Watts,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-247-3483,3,"1,2,3",0
Kennetha  Lee,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,NEWTON,39345,51,NEWTON,662-247-3540,2,3,0
Kenya Donette El-Amin,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,FOXWORTH,39483,46,MARION,662-247-3798,1,"4,5",1
Kenyetta Nika Durham,UNLICENSED,6,Relative In-Home,0,Not Rated,5,RIDGELAND,39157,45,MADISON,662-247-4260,3,"3,4",0
Keren  Plazas,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,HAZLEHURST,39083,15,COPIAH,662-247-4355,2,"1,2",0
Keri Saiz,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-247-4355,1,"1,2",0
Kermeca Leonard,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,NEWTON,39345,51,NEWTON,662-247-4972,3,1,1
Kerra Jean Meurer,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,662-251-9618,2,"2,3",1
Kerri Smith,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-252-3715,1,"4,5",0
Kerry Kendall,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GLEN ALLAN,38744,76,WASHINGTON,662-252-4351,3,4,1
Kerstin Selmon,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BOONEVILLE,38829,59,PRENTISS,662-252-4351,2,"3,4",0
Keyla Michelle Galindo,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BATESVILLE,38606,54,PANOLA,662-252-6927,1,5,0
Khanh  Thi Le,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BRANDON,39047,61,RANKIN,662-252-7860,3,5,0
Khemetha Hampton,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-252-7968,2,"1,2",0
Khristanna Scott,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,662-253-0303,1,2,0
Kiah Navarro,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,662-253-5731,3,1,1
Kidist Abminda Abebe,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SONTAG,39665,39,LAWRENCE,662-253-8454,2,"2,3",2
Kim Anita Mertz,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,STARKVILLE,39759,53,OKTIBBEHA,662-254-0011,1,1,0
Kim Frost,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,HICKORY,39332,51,NEWTON,662-254-3105,1,"2,3",0
